name	importance	std
Mindfulness	0.002850383080416897	0.0019358233105256412
general_semantics	0.0028399594420129987	0.004162864110029748
Dirac_equation	0.0028305845524147135	0.0013872063961862147
Social_theory	0.002812479069545511	0.002033019815707623
skepticism	0.0026945611416265224	0.001662769046903706
Association_of_Southeast_Asian_Nations	0.002646089091962208	0.0021759972004202492
Nouvelle_Revue_Française	0.0025364928628262163	0.002692822765705111
Ken_Wilber	0.0025143653280142136	0.0013400291703778886
negative_utilitarianism	0.002468258529703572	0.004989541216662893
five_aggregates	0.0024598449689510497	0.0047448481804389375
René_Descartes	0.0023867439840399548	0.00219478859010542
Charles_Grandison_Finney	0.0023471306240569335	0.001167662221870531
stakeholder_theory	0.0023211574941754336	0.0013812081489664142
United_States_v._Darby_Lumber_Co.	0.00231561321570246	0.0014932773611252867
Unconscious_mind	0.0023133901733063873	0.0018773534466576332
category_theory	0.002281169828556945	0.0013813922530710873
Working_memory	0.0022568543232319408	0.00399501371970048
knowledge_representation	0.0022403994191003297	0.0018702235486726681
post-structuralism	0.002201142562978377	0.0019464910726594
anthropocentrism	0.002200384147528786	0.001986528634681302
Émile_Durkheim	0.0021797678502371745	0.0020394106723046154
discovery_learning	0.002078995960593383	0.0013544031915065625
rationalist	0.00195191347321457	0.001849182212873147
falsifiability	0.0019464253647203406	0.0015505803402837755
oikos	0.0019331229355316517	0.0010035083785504353
methodology	0.0019161145924290002	0.0018717941898048391
Mass_of_Paul_VI	0.0019061025793361713	0.00378760951523889
computational_linguistics	0.0019060869766189534	0.001290015693147307
propositional_calculus	0.0018773985355743203	0.0013903898616645838
Middlemarch	0.001874754058468177	0.002208687888080845
patriarchal	0.0018707988880073815	0.0017001953329325132
Ontology	0.001852275630878554	0.002034312266300396
Four_causes	0.0018482272816904683	0.001378955819451855
Mary_McCarthy_(author)	0.0018203461328280576	0.0010002667018978247
reductionism	0.001754644021540778	0.0015470191005393216
Cogito,_ergo_sum	0.001743527290582139	0.0012381255155778455
Eve_Kosofsky_Sedgwick	0.001731486510511201	0.0018090606591361488
Eudora_Welty	0.0017252254167351272	0.00231182849926482
thought	0.0017147630010563803	0.0019477558620904323
The_Selfish_Gene	0.0017139653416475848	0.0012143943838683461
Communalism	0.001704094306304272	0.002174810292496006
Michael_Hardt	0.0016992632184455409	0.0013991217303835118
paradigm_shift	0.001698598913337543	0.0009492224022956882
dissent	0.0016942530910436582	0.0011774325373334167
Face-to-face_(philosophy)	0.0016769171223631526	0.0010295942882750384
judgment	0.0016314339646869588	0.001306339135145964
Dasein	0.0016179404126075816	0.0023315307569452006
therapeutic_relationship	0.001602466271527884	0.00160187648449692
nonconformist	0.0015836569690200874	0.0020166494602690275
Garrett_Birkhoff	0.0015596372004843685	0.0015876099128856397
Abrahamic_religions	0.0015440296752905203	0.0011144005503703862
Objectivity_(philosophy)	0.0015108453277171815	0.0012096329898740098
communitarianism	0.0015098000871506716	0.001590912843214896
tree_of_life_(biology)	0.0014785741718874354	0.003213502160203795
Mind–body_dualism	0.0014490861027712037	0.0015961067305780244
immanent	0.0014424619229726704	0.0015389238677724472
cognitive_science	0.0014408084832443948	0.0014443190478784962
Jonathan_Lear	0.001433948147821702	0.001371527468613762
empirical_research	0.001416251225916748	0.0013197101771401268
Ayn_Rand_Institute	0.0013956035335523104	0.002451113235922104
Tibetan_Buddhism	0.0013914692973635856	0.0007644739932110988
Posterior_Analytics	0.0013887281193028182	0.0013410392441836067
Tristan_Tzara	0.0013774991937974752	0.0014554368608603629
corporate_social_responsibility	0.0013684952460960478	0.001439241514770594
physical_science	0.0013607687337339606	0.002406775658394855
function_(mathematics)	0.0013421283914554314	0.0009142447286022448
borderline_personality_disorder	0.001340411646951592	0.0008731876267518467
logical_form	0.0013365409997606805	0.0013654884488209158
Protagoras_(dialogue)	0.0013324085454526	0.0012408426047857135
normal_modal_logic	0.0013156319778969982	0.0015737759752453213
external_validity	0.0013086710195803256	0.000978672721776137
Leda_Cosmides	0.0012961585701789294	0.0010763386561329872
abstract_(summary)	0.0012956982817472454	0.0010078303324137668
honesty	0.0012953800135289554	0.0015696584155864952
Alvin_Goldman	0.001288832965612174	0.001586330957929024
cognitive_architecture	0.0012694503204953248	0.0012338779000812628
NP-completeness	0.0012627931620837625	0.0020603206255596397
scientific_literacy	0.0012490662163001927	0.001080716220943239
Thomas_Hobbes	0.0012369190448574417	0.0015722409291666008
hermeneutic	0.00123416199420551	0.0013690868926937282
Universalism	0.001233969294677422	0.0010582127227303742
Functionalism_(philosophy_of_mind)	0.0012327206822634366	0.0014814157742392112
naturalistic_fallacy	0.0012244847613660061	0.0013131871840571354
Eschatology	0.001222305431410024	0.001505567357505461
Radha	0.0012218625872809554	0.002320135983692108
Nathaniel_Branden	0.0012134982621880097	0.001292248866850877
perception	0.0012009847888558225	0.0014086999335823076
Bhakti	0.0012007515927759602	0.0009386203416388041
narrative_mode	0.001184975634445507	0.0011480248241196504
Sign_(semiotics)	0.0011822638041405931	0.001456848799542216
semantic	0.001179471948299095	0.000978308288257417
Pride	0.001177404561826096	0.0013284655033799246
Bad_faith_(existentialism)	0.0011655877833513415	0.0010305003778587683
Social_influence	0.0011627644669582517	0.000845637268808238
Western_philosophy	0.0011618615588782685	0.0015322375686037562
utilitarianism	0.0011593420809277051	0.001489630695609477
Frank_Knight	0.001145158804719753	0.0009393994178824122
case_studies	0.00114423927574937	0.0010630106091389802
Calabi–Yau_manifold	0.0011378498261445243	0.0008057596785497296
Blinded_experiment	0.0011208161462120479	0.0009559483201501978
Xun_Kuang	0.0011097004696848203	0.0010965151586487065
negative_theology	0.0011070121020430122	0.000997889978790651
John_Roberts	0.001103438128009251	0.0026922029969257554
Buddhaghosa	0.0010911060514030768	0.0007443093484341673
psychodynamic	0.0010905061488378084	0.001471704251014388
Second_Vatican_Council	0.0010878151170120437	0.0011169500911371504
democratic_deficit	0.0010877493852406695	0.0009898795638078495
Essentialism	0.001087319778977416	0.0012159740239640379
Reagan_Doctrine	0.0010789980290817113	0.0012494901716067685
Alvin_Plantinga's_free_will_defense	0.001068233580138981	0.0009941151043399371
Afro-Latin_Americans	0.0010679137240732785	0.0006789471885074843
Nation_of_Islam	0.0010629761685740481	0.002850211144073353
counterfactual_definiteness	0.0010615518372303267	0.0015577588120468577
Karl_Leonhard_Reinhold	0.0010577908174216404	0.0008374747608670068
color	0.001055285286474008	0.0011435693454160418
Freud_Evaluated	0.0010392528300006013	0.0009398903936703372
active_intellect	0.0010360298200725222	0.0012672095868096755
health_care_provider	0.001034432161060123	0.0009020154650067455
A_priori_and_a_posteriori	0.001032865044073315	0.0012243201893582755
haiku	0.0010325090229156412	0.0016270593543783053
Shakti	0.0010272981581616995	0.0009753076958597471
Commentaries_on_the_Laws_of_England	0.001020123132891909	0.0017289999561999852
Expectation_(epistemic)	0.0010049196589714442	0.0006485608073574375
existence_of_God	0.0009977261178749496	0.0009715391304467567
Attachment_theory	0.0009937805184364102	0.0009435194840825433
Entropy_(arrow_of_time)	0.0009847615695817349	0.0011863064826780462
rhapsode	0.0009829468268563039	0.0009021028383293614
uncertainty	0.0009829386813488329	0.0008368848621123327
Church_Fathers	0.0009800773663745386	0.0011433357618425787
Jon_Elster	0.0009688756548130871	0.00144031955361261
Thomas_Taylor_(neoplatonist)	0.0009644544193879966	0.0022305368360160793
Health_care_in_the_United_States	0.0009621988833952309	0.0010020074274952574
phenomenalism	0.0009614517718429742	0.0012438789054792269
literary_technique	0.0009613036764681915	0.0007666420404899036
mathematical_model	0.0009608212109633187	0.0006484255560590133
Scientific_control	0.0009479979458473375	0.001087373948097735
Content_analysis	0.0009433607308792992	0.0021647826440030393
anti-realism	0.0009420599734164616	0.0012345020159806458
analytic_proposition	0.0009386727487477622	0.0014348252341416059
order_theory	0.0009372188949971067	0.0009860534012061815
job_satisfaction	0.000935566974744566	0.0011593633337947118
quantity_theory_of_money	0.0009304445096451253	0.0017735823353019582
communicative_action	0.0009302553288807119	0.0008190241659335219
Herman_Bavinck	0.0009293136761797118	0.0006426157254474336
mathematical_psychology	0.0009252069757461302	0.0014745570309713867
super-ego	0.0009219278614184165	0.0006732393069362057
category_(Kant)	0.000913096469293901	0.00130232025387518
one-state_solution	0.0009060667637506236	0.0023375219505419667
John_Mbiti	0.0008988332303083089	0.0008664457680633002
Socioeconomics	0.0008963708415530925	0.0009023862012479619
referent	0.0008945357788962571	0.0015883853951392853
Causality	0.0008942781334380434	0.0009215108538782418
Sola_fide	0.0008937545510191991	0.0012188523729551408
empirical	0.0008894413219686545	0.0014061805893294003
A_Vindication_of_the_Rights_of_Woman	0.0008893170125247294	0.000989147338902029
Lifeworld	0.0008827140603736538	0.0015851897738717387
Euthanasia	0.0008826769036408286	0.0010995707820066923
deontology	0.0008796898860974181	0.0015238383822666084
Personal_identity	0.0008787229077793996	0.0015454859474365505
criminal_law	0.0008764290735401298	0.0009499035522380731
logical_atomism	0.0008731865454633078	0.0006401738320191834
Tractatus_Theologico-Politicus	0.0008691026584756986	0.0009249803730122152
Robert_Nozick	0.0008555525364922255	0.000872501950308006
paraconsistent_logic	0.0008538421486130443	0.0008366218987709678
social_learning_theory	0.000851071592490919	0.000869599469293896
Organ_donation	0.0008510441330370852	0.0005766640075959015
universals	0.0008460177240408927	0.0009440423442013489
The_Sewanee_Review	0.0008454343606459666	0.0010617445228542268
ars_subtilior	0.0008440901706152938	0.0009770180751590156
El_Banco,_Magdalena	0.0008436396145630237	0.0008482809148838936
Magnum_opus_(alchemy)	0.0008431073549828836	0.0008879640125120959
Lawrence_Kohlberg's_stages_of_moral_development	0.0008386133557823272	0.0008084339707537083
Socinianism	0.0008379948168342278	0.0007375786489127657
Naturalism_(philosophy)	0.0008377855936697215	0.0007838418204388494
Literary_criticism	0.0008361267835468841	0.0014456384632940372
prayer	0.0008338595340029814	0.0010242413930052101
instrumentalism	0.0008325756839184445	0.0005797906925360094
Robert_Duncan_(poet)	0.0008252180258021235	0.000808215934328407
Chrysippus	0.0008193342615015898	0.0006020975488103559
terza_rima	0.0008139262858108741	0.0008678833128027196
Narayana	0.0008081887127367528	0.0009932844713454374
Poetics	0.0008034340920684191	0.0007291807054356511
wave_equation	0.0008026237141640796	0.0009425380842922388
social_construct	0.0008018157461241875	0.0009829341681819358
Learning_theory_(education)	0.0007886857601859873	0.0008257925754947749
sympathy	0.0007885531856070068	0.0010825141025194997
Jorge_Luis_Borges	0.0007836414728084654	0.0009509667553891633
Land_ethic	0.0007820225463332063	0.0011475091639252383
DSM-5	0.0007798173365124669	0.0006792766156366938
rights	0.0007722514386807044	0.0011106594838831028
New_Testament	0.0007708233173859437	0.001232703678572502
dithyramb	0.0007703867162769876	0.001050198802414979
oracles	0.0007698114877744578	0.000984156357362389
governance	0.0007685176403383693	0.0006548196061973352
Marx's_theory_of_alienation	0.0007662813358456259	0.00107867544642126
Johann_Gottfried_Herder	0.0007655985366214024	0.0006940226614883156
Vilna_Gaon	0.0007630826076891214	0.0009843366377297413
systems_analysis	0.0007535269313385831	0.0007796655910390913
Daniel_Bell	0.0007504051201662658	0.0005498798430284372
Robert_Desnos	0.0007451923458489343	0.0011254669509848535
goal	0.0007378147339723207	0.0007511170161838039
words	0.000737666850579949	0.0006732207624086788
Charles_Taylor_(philosopher)	0.000733507687730473	0.0010678084545545155
generative_grammar	0.0007325922565606007	0.001069852268304711
Philo	0.0007312559838209048	0.0007242310786224795
Theosophy_(Boehmian)	0.0007292307931398829	0.0008405847059122514
sexual_violence	0.0007267340606566249	0.000638943598279489
Al-Ghazali	0.0007254439913991835	0.000624201178602926
homo_economicus	0.000721474570252769	0.0009255789735463653
John_Milbank	0.0007203745673220162	0.0008780066878970103
Nuremberg_principles	0.0007196739134353315	0.0006924116226932918
indifference_curve	0.0007184601007911601	0.0007530486903096185
Miguel_de_Molinos	0.0007169875420004865	0.0009098087825515577
Dewi_Zephaniah_Phillips	0.0007159944136754516	0.0007040115293573086
Sorites_paradox	0.0007154455638541345	0.0006227142572362771
Salvation	0.0007146626976623885	0.0008881961813137324
central_obesity	0.0007121138194166519	0.0009900556837372212
Endel_Tulving	0.0007111195027273044	0.0008174791864983644
Attar_of_Nishapur	0.0007081370443395422	0.0008295917179920823
Lamrim	0.000707490617076352	0.0008773033151946718
political_scientists	0.0007069494341780891	0.001009146746942651
magical_realism	0.000706667366419509	0.000645385198752793
Karl_Christian_Friedrich_Krause	0.0007022360511125107	0.0010528226377884708
ösel_(yoga)	0.0007015569421239646	0.0007835940256270781
Cleomedes	0.0007013859200166694	0.0006575017514223385
Medicare_(United_States)	0.0007006128626657852	0.0007606769308942909
quantitative_research	0.0006977073074240764	0.0008578577585864673
Analytical_psychology	0.0006974419607373701	0.0007376174559429781
American_Baptist_Churches_USA	0.000697104966509028	0.0009971720727641735
Bill_T._Jones	0.0006967014409437638	0.0005500432513569457
Abd_al-Latif_al-Baghdadi	0.0006947364533894944	0.0006661258483844414
cognitive_behavioral_therapy	0.0006894089596454409	0.0007332267105675421
affordance	0.0006883986449862888	0.0006400118486273561
Irenaeus	0.0006874042207166199	0.0006968019756556876
Susan_Bordo	0.0006863590276901413	0.0009525227709769266
Alfred_Schütz	0.0006855149155365574	0.0011711733877778799
contemplation	0.000684622103706659	0.0008237372669941014
Silver_Age_of_Russian_Poetry	0.0006839637082081333	0.0007628674825683353
ego_depletion	0.0006809376765990029	0.0005925678046576446
Renaissance_humanism	0.0006798573975268317	0.0006610652066537616
welfare_economics	0.0006755418077827859	0.0008296056947298404
Character_Strengths_and_Virtues	0.0006750528027090172	0.0013967536921051281
direct_and_indirect_realism	0.0006741798346692633	0.001068457551746305
Gilles_Deleuze	0.0006730361254892915	0.0011379655122974869
Material_conditional	0.0006713264906074264	0.0006518618276201282
Relativism	0.0006704814008791309	0.0010648231632856165
Louis_Hjelmslev	0.0006703574813714054	0.0008358193808672663
Knowledge	0.0006702540736198737	0.0006431170771861994
systems_thinking	0.0006683119549836271	0.0007698733023823519
Tijaniyyah	0.0006633441562719159	0.0007686335064085631
Ronald_Dworkin	0.0006613270535741307	0.0006967469168001514
New_Confucianism	0.0006606409433092153	0.0007432613906689795
cognitive_bias	0.000659258029057265	0.0005710428704343183
Salomon_Buber	0.0006590042527664697	0.0009206204754510284
Wilhelm_Heinrich_Wackenroder	0.0006585201740518764	0.0008030821122434866
Michael_Tye_(philosopher)	0.0006564798259244309	0.0006570393870103672
The_Concept_of_Law	0.0006556955689570008	0.0009730463256511204
circumcision	0.0006545208135084625	0.0007745280253133517
cognitive_linguistics	0.0006489134422213355	0.0010474524425183385
Arthur_Danto	0.00064479211489311	0.0006414794906484297
Implicate_and_explicate_order	0.0006443063488300941	0.0016952120755994852
Shalom_Sharabi	0.0006432077937670182	0.0012011826743459813
Tommaso_Campanella	0.000641332537497186	0.0009738996872796661
Agency_(philosophy)	0.0006373267142530407	0.0007054906421335731
problem-solving	0.000637096706506208	0.0006050985694601096
Normative	0.0006354775704245297	0.0006401884292184937
Computability_theory	0.0006324606707403758	0.0013433976260470858
Lynn_Margulis	0.0006321347828201247	0.0011948987703506223
victimless_crime	0.000631771760409376	0.0007671470557571793
sense	0.0006303972336733289	0.0012690637323920942
Neorealism_(international_relations)	0.0006291462281797018	0.0008711260707139999
Hong_Kierkegaard_Library	0.0006253350243858069	0.0008595692923430503
freedom_of_contract	0.0006236247231865083	0.0006687320886677107
public_finance	0.0006224401917545847	0.0008422863359453022
Socialist_mode_of_production	0.0006193027729962484	0.0007632661984199198
Being_and_Time	0.0006191639844231222	0.0010628963497643978
Jun'ichirō_Tanizaki	0.0006191156197382547	0.0017599655584904564
mass_media	0.0006163597908044353	0.0010747712823337286
On_the_Genealogy_of_Morality	0.0006155964625306289	0.001017088272370319
injustice	0.0006123538125368179	0.0005932558734965574
Correlation_does_not_imply_causation	0.0006097359368255089	0.0007042720479221972
hegemonic	0.0006070767966109062	0.0006796161268952556
Picaresque_novel	0.0006068824612059934	0.000730817147537477
Nag_Hammadi	0.0006064101180705854	0.0006888267718865324
history_of_science	0.0006062226325299306	0.0008043063358135711
Interventionism_(politics)	0.0006055258289842276	0.0005620615109048613
essentialism	0.0006045613675514764	0.0006424011342688832
embryonic_stem_cell	0.0006016427090117335	0.0008601613136729783
narrative_structure	0.0006012916469463254	0.001199499055559277
Meditation	0.0005992128940869273	0.0006796844126954744
salvation	0.000598927312371354	0.0007781087409515804
numen	0.0005973719144016724	0.000916284671203248
Book_of_Ezra	0.0005966663579463085	0.0006201466216406649
problem_of_induction	0.0005909970056416152	0.000869886870377204
Carl_Schmitt	0.0005905783581972799	0.000912629665683901
Āstika_and_nāstika	0.0005852977955229727	0.0006514245622435351
observational_studies	0.0005845325725996066	0.0008182792205590621
chakras	0.000583593452973972	0.0007151644084564785
syntactic	0.0005811411014953326	0.000870510777643011
John_Pordage	0.0005807536276325144	0.0009729168883107833
Japanese_martial_arts	0.0005742843372981206	0.0007487565277515129
Gershom_Scholem	0.0005736147138511936	0.0005437271567743541
common_knowledge_(logic)	0.0005728087708248376	0.0005837319743252772
James_Joyce	0.0005719554017647261	0.0007297935613072673
heteronormative	0.0005695940908209876	0.0008276318181629755
indeterminacy_of_translation	0.0005689634477049583	0.0006909361949064953
Novatian	0.0005677319837223721	0.0006019890179166568
Norm_(philosophy)	0.0005667559752716623	0.0012315790682904675
Josef_Pieper	0.0005644709052653182	0.0006068361129092359
law_as_integrity	0.0005641517377870332	0.0006601543972690798
Heimwehr	0.0005632715134014091	0.0006982023804974262
Boethius	0.0005621151614869942	0.0009978113971516995
Jewish_existentialism	0.0005597292020610065	0.0004736769756202654
environmental_ethics	0.000558382428604044	0.0009388344394576117
first-person_narrative	0.0005509253863631685	0.0006165565428040378
Zionist_Occupation_Government_conspiracy_theory	0.0005506926691295175	0.0007581107550796726
Modal_logic	0.0005489925685040509	0.0008719721912611227
altruism	0.0005481503124766825	0.0010371535569969107
Tom_Denning,_Baron_Denning	0.0005470975520591377	0.000997563926685528
Seven_Sages_of_Greece	0.00054700884738022	0.00045929545341183783
consociationalism	0.0005447663497651569	0.0011046318038156768
Free_variables_and_bound_variables	0.0005431910663480075	0.0005709707311638907
state_consequentialism	0.0005427008883755831	0.0005993357290767929
dimensionless_physical_constant	0.0005424444617964768	0.000892985991413834
De_Legibus	0.0005417376607791001	0.00081430115047443
natural_rights	0.0005408294090713919	0.0007340554575232004
control_group	0.0005393495136870285	0.00044045604847073327
genomic	0.0005381093596963667	0.000589494689314092
John_Philipps_Kenyon	0.0005342409042160955	0.0006402105285207205
being	0.0005337505044170325	0.0007109458011402887
complex_systems	0.0005330359196462167	0.0008469666823695344
glossolalia	0.0005307897515296538	0.0004824663765269183
Divisions_of_the_world_in_Islam	0.0005305639241892087	0.00047245486242875084
prima_facie	0.000527818370354733	0.000509653451961681
article_29_de_la_Constitution_de_la_cinquième_République_française	0.0005276891337236888	0.0007667635037181717
harm_principle	0.0005261467887736404	0.0005378067441910711
Rules_for_the_Direction_of_the_Mind	0.000525281808628897	0.0007149021990921496
Chen_Di	0.0005239720371727182	0.000642154861582322
Epictetus	0.0005222497326305188	0.0009849166628686187
syllogism	0.0005217902996331259	0.000722166496060173
Apuleius	0.00052177098307401	0.0005716820311141254
pity	0.0005200881032800476	0.0007837431724680321
social_service	0.0005181036720998862	0.0008763351619085801
Tyrant	0.0005174105441856366	0.000500013617786965
quark	0.0005173073102151204	0.00047493384884639587
Habitat_conservation	0.0005168039300017665	0.0007062466528632183
Bruce_Nauman	0.0005164785715242259	0.0007607535846179341
timbre	0.0005155986498480434	0.0004431066965211865
William_Cronon	0.0005150668341365955	0.0006827351821321337
poststructuralism	0.0005127572309596721	0.001182114504684001
Fon_people	0.0005127065794037393	0.0005293050077730069
Meaning_(philosophy_of_language)	0.0005116154102808203	0.0006883475581959279
false_dichotomy	0.0005103713581015071	0.0004720256897711605
Armand_Mattelart	0.0005095454357833524	0.0006734228928767076
Alan_Gewirth	0.0005094493181735687	0.0005483356622209849
right-libertarianism	0.0005093094861439373	0.0005320892779099439
rabbinic	0.0005081154958823601	0.001072589179614108
Intentionality	0.0005081045213543396	0.00048544238527907263
identity_theory_of_mind	0.000506258773410291	0.0008282762805744478
Marxist_feminism	0.0005050126857954004	0.0005070226901231081
Existence_of_God	0.0005039115548372353	0.0004959701697278829
gothic_novel	0.0005018691756139167	0.0004988243705973311
circumflex	0.0005015567749627418	0.0005519803684834232
New_riddle_of_induction	0.000500474839590987	0.0006400435444129695
Classical_logic	0.0004990877088397254	0.0007225011802751737
Tabor_Light	0.0004984051977741869	0.0007092637933150561
Journal_of_Medical_Ethics	0.0004971116524540914	0.00046233600264979595
Louise_d'Épinay	0.000496827868250404	0.0004784111733340786
English_Dissenters	0.0004964447777179064	0.0006085995325393552
Post-structuralism	0.0004950591607164867	0.000756482502369723
Child_development	0.0004927941012831516	0.0005690610225669671
Dance	0.0004924873597733518	0.0005529473709876106
fictionalism	0.0004911094999835567	0.0004927852224735157
self_(psychology)	0.0004905620344206421	0.0009210335672492197
ijtihad	0.0004905343957882742	0.0009143401993202996
the_will_to_power	0.0004893208627580585	0.0008237119962041577
J._I._Packer	0.0004887330599449642	0.0004556051633249054
Ernest_Callenbach	0.0004885359076186014	0.00048020601040190894
knowledge_engineering	0.0004883129140452272	0.00048826525977598955
David_M._Halperin	0.0004881160795931284	0.0006212294262057812
Rashidun	0.0004878067284920958	0.0008187984178015035
integrity	0.0004871865022193153	0.0010246206025276783
queer_theory	0.0004847343669534205	0.0011087985312916852
Sino-Soviet_split	0.00048423991927903204	0.000654836254223307
public_reason	0.00048399508398235544	0.0009730307746124647
habit	0.0004838593908319503	0.0005084833567218954
Samhita	0.0004837691403114745	0.0009380403043282947
psychoanalysis	0.00048356724335728155	0.0007100615427434767
religious_pluralism	0.0004832929564853713	0.0007606596985087993
applied_science	0.0004829593220303119	0.0006123174527829991
biblical_canon	0.00048288839515363594	0.0006760302514126297
sophism	0.00048065992122389457	0.0006907176416951213
Animism	0.0004806266894349945	0.0004942624622545471
customary_international_law	0.0004792286926685938	0.00043121456107345714
Hermocrates_(dialogue)	0.0004782654254656744	0.00046802773539051393
Arrow–Debreu_model	0.00047767768965551496	0.0004420341978869773
psychological_egoism	0.00047663463728831666	0.0004828117572123095
Dyad_(philosophy)	0.00047621392920943744	0.00047730916544472214
delusion	0.0004762077698742721	0.0005336233450743849
polyamory	0.0004756638237257398	0.0008976048242783956
Husserliana	0.0004753178075616398	0.00044798384195783277
philosophical_theology	0.0004752935023571288	0.0004399827088914015
damnation	0.00047477908896973993	0.0005518775636673866
Sexualization	0.00047289939080578957	0.0006942698321600702
Gravity's_Rainbow	0.0004727796026731203	0.0005807605768919347
right_to_life	0.0004716461696835336	0.0007474850969489763
Social_relation	0.0004713417067232099	0.00046576398292583014
adverse_selection	0.0004704200263711409	0.0004875012624283784
Bernardino_Telesio	0.0004675895127155067	0.0004735479600081288
axiom	0.00046757873400934784	0.0005848414821703863
contractualism	0.0004671567419657442	0.0008121717317181621
Biotic_component	0.00046663619201656593	0.00048733935455129077
Palo_(religion)	0.0004652701858483788	0.0004818734518897043
euthanasia	0.00046357070400483496	0.00044506443026249664
Jean_Piaget	0.0004617447441185065	0.0011514968211536081
dispensationalism	0.0004609523295176561	0.0007710649550038141
Black_feminism	0.0004608523195105305	0.000805035961577381
Ex_post_facto_law	0.0004599147900109899	0.0005991239110474686
Sexual_Politics	0.0004569824067721914	0.0008987621090236618
Ned_Block	0.00045669652247701974	0.0005882260058974353
real_presence	0.0004563512040259384	0.000556424697896051
program_music	0.0004547955306433484	0.0005558186342175707
Ultralight_aircraft_(United_States)	0.0004546507865056458	0.0006102767754672947
natural_justice	0.0004523485918197457	0.0004978406528436477
Structural_Marxism	0.00045179814923642525	0.00048169686290305824
Gilbert_de_la_Porrée	0.000451481131609976	0.0005121396539322729
scope_of_practice	0.00045067310958730767	0.0005923822115099452
Housing_First	0.0004504631637314333	0.0005881255091345543
The_Theory_of_Moral_Sentiments	0.00045045579588768247	0.0009549093326283858
Elfriede_Jelinek	0.00045033063594054456	0.0004732743991809685
Allan_Bloom	0.00044726521352445085	0.0007008984312920032
Paul_Blackburn_(poet)	0.0004465195740808457	0.0006595868867783678
The_Comedian_as_the_Letter_C	0.0004461343807904961	0.0005199453503684041
Samuel_Taylor_Coleridge	0.0004460033416592841	0.0005340262418963706
Free_grace_theology	0.0004459176375363049	0.0004903941174289192
Individualism	0.0004443507525294376	0.0004801248157534668
praxis_(process)	0.0004440091738176703	0.0007777386736201856
Psychophysiology	0.0004435301057975989	0.0007374294749409429
Production_(economics)	0.0004430651131714749	0.0005809513968591397
black_feminism	0.0004424132905595408	0.0004383985723270573
holiness_movement	0.00044192924042144846	0.0004177746322902932
ontological_relativity	0.0004414407926155191	0.0004937704581828137
Solipsism	0.0004407959965819482	0.0004469681090411871
gender_discrimination	0.00043819553552585885	0.0003894602924873399
environmentalism	0.0004372720736878107	0.0004469529944385523
Richard_Baxter	0.00043677547623299854	0.0005481204980712035
psychoanalytic	0.00043646628987216934	0.00045383284980990294
LifeWay_Christian_Resources	0.0004362583985335124	0.000683604159024011
Defining_Issues_Test	0.00043558724396395936	0.0006514720204298202
cognitive_process	0.0004337770575280624	0.000640036914051345
dignity	0.00043342619297079385	0.00046440727406388553
reliabilism	0.000432087897591806	0.000506487993138696
statism	0.0004314981737864179	0.0006094384602695354
multiple_realizability	0.00042979603658039955	0.0006456220787117433
The_Enneads	0.0004289768401745507	0.0004613021361063501
The_Dharma_Bums	0.00042875910006035455	0.000461537227562571
Jürgen_Moltmann	0.00042703395571132855	0.0008235125648407927
product_liability	0.0004265240176605428	0.0005118066000275856
point_of_view_(literature)	0.00042587893020080655	0.0005317849936353098
