Thesis,_antithesis,_synthesis	76
moral_sense_theory	76
physicalism	76
Norman_Malcolm	76
Matter_and_Memory	76
Munich_phenomenology	76
William_Alston	76
epistemic_logic	76
Reinhold_Niebuhr	76
H._Richard_Niebuhr	76
Totality_and_Infinity	76
language-game	76
bioethics	76
subject_(philosophy)	75
objective_idealism	75
Joseph_Maréchal	75
arete_(moral_virtue)	75
Prolegomena_to_Any_Future_Metaphysics	74
Anti-realism	74
cosmological_argument	74
Cogito,_ergo_sum	74
moral_epistemology	74
Philosophical_realism	74
classical_republicanism	74
basic_belief	74
Foundationalism	74
René_Descartes	74
Treatise_on_Law	74
quasi-realism	74
folk_psychology	74
Karl_Löwith	74
intrinsic_value_(ethics)	73
philosophical_theology	73
George_Stout	73
Two_Treatises_of_Government	73
Harold_H._Joachim	73
Adolf_Reinach	73
Étienne_Gilson	73
Parmenides	73
Willard_Van_Orman_Quine	73
Michel_Foucault	73
philosophical_movement	72
hard_problem_of_consciousness	72
Twilight_of_the_Idols	72
empiricism	72
Ethics_of_care	72
God_is_dead	72
justified_true_belief	72
The_Will_to_Believe	72
Donald_Davidson_(philosopher)	72
Accident_(philosophy)	72
On_Denoting	72
psychological_egoism	72
Hans_Jonas	72
Either/Or	72
Karl_Rahner	72
Shaun_Gallagher	72
Max_Horkheimer	72
Nikolas_Kompridis	72
sensus_communis	71
amor_fati	71
Bundle_theory	71
eliminative_materialism	71
P._F._Strawson	71
Theory_of_forms	71
substance_dualism	71
epoché	71
embodied_cognition	71
practical_reasoning	71
theory_of_Forms	70
evolutionary_ethics	70
Philosophy_of_Baruch_Spinoza	70
expressivism	70
Concluding_Unscientific_Postscript_to_Philosophical_Fragments	70
medieval_philosophy	70
Protagoras_(dialogue)	70
Clarence_Irving_Lewis	70
bracketing_(phenomenology)	70
Gilles_Deleuze	70
Hume's_fork	69
bundle_theory	69
Paul_Natorp	69
The_Difference_Between_Fichte's_and_Schelling's_Systems_of_Philosophy	69
ontology	69
regress_argument	69
feminist_epistemology	69
Classification_of_the_sciences_(Peirce)	69
Ralph_Barton_Perry	69
logical_atomism	69
moral_nihilism	69
Justus_Buchler	69
Nader_El-Bizri	69
Dewi_Zephaniah_Phillips	69
representationalism	68
value_theory	68
20th-century_philosophy	68
existence_precedes_essence	68
Henry_of_Ghent	68
Incompatibilism	68
Symposium_(Plato)	68
The_Philosophical_Discourse_of_Modernity	68
will_to_power	68
Wittgenstein_on_Rules_and_Private_Language	68
Jean-François_Lyotard	68
The_Review_of_Metaphysics	67
conceptual_analysis	67
ethical_theory	67
teleology	67
The_Dawn_of_Day	67
Transactionalism	67
Ernst_Cassirer	67
Hermann_Cohen	67
propositional_attitude	67
Existentialism_Is_a_Humanism	67
The_Question_Concerning_Technology	67
Bad_faith_(existentialism)	67
Eleatics	66
On_the_Concept_of_Irony_with_Continual_Reference_to_Socrates	66
theodicy	66
Friedrich_Schleiermacher	66
The_Human_Condition_(book)	66
theory_of_knowledge	66
epiphenomenalism	66
coherence_theory_of_truth	66
Horace_Kallen	66
contractualism	66
Euthydemus_(dialogue)	66
Postmodern_philosophy	66
Functionalism_(philosophy_of_mind)	66
The_Law_of_Peoples	66
Socratic_dialogue	66
Jürgen_Habermas	66
Spinozism	65
unmoved_mover	65
Alvin_Goldman	65
neo-Kantian	65
logical_positivism	65
Critique_of_Dialectical_Reason	65
anomalous_monism	65
continental_philosophy	65
The_Theory_of_Communicative_Action	65
fundamental_ontology	65
David_Abram	65
Substantial_form	64
philosophy_of_psychology	64
Gettier_problem	64
An_Enquiry_Concerning_Human_Understanding	64
situational_ethics	64
divine_command_theory	64
Cartesian_doubt	64
Platonic_epistemology	64
Philosophy_and_the_Mirror_of_Nature	64
Robert_Merrihew_Adams	64
Proslogion	64
Ontology	64
neo-orthodoxy	64
Experiential_knowledge	64
Postmodern_theology	64
The_Origin_of_the_Work_of_Art	64
Karl_Robert_Eduard_von_Hartmann	63
synthetic_proposition	63
neutral_monism	63
Transvaluation_of_values	63
Negative_Dialectics	63
Derk_Pereboom	63
The_Theory_of_Moral_Sentiments	63
Essays,_Moral,_Political,_and_Literary	63
C._D._Broad	63
Mill's_Methods	63
List_of_German-language_philosophers	63
Beyond_Good_and_Evil	63
The_Varieties_of_Religious_Experience	63
social_epistemology	63
deontic_logic	63
Philosophy_of_mathematics	63
Naming_and_Necessity	63
Stanley_Hauerwas	63
Levinas	63
Jacques_Derrida	63
Gottlob_Ernst_Schulze	62
Justice_as_Fairness	62
Categories_(Aristotle)	62
Baruch_Spinoza	62
overlapping_consensus	62
Psychophysical_parallelism	62
principle_of_sufficient_reason	62
personalism	62
Kyoto_School	62
Scepticism_and_Animal_Faith	62
moral_development	62
Panpsychism	62
Paul_Weiss_(philosopher)	62
epistemological	62
Rudolf_Carnap	62
History_and_Class_Consciousness	62
Thrasymachus	62
Hylomorphism	61
Nicolas_Malebranche	61
Marx's_theory_of_alienation	61
consequentialist	61
analytic_proposition	61
Geist	61
Monad_(philosophy)	61
metaphilosophy	61
Art_as_Experience	61
action_(philosophy)	61
Thomas_J._J._Altizer	61
Social_contract	61
lived_body	61
Teleology	60
A_Defence_of_Common_Sense	60
Ren_(Confucianism)	60
A_priori_and_a_posteriori	60
Friedrich_Heinrich_Jacobi	60
Anarchy,_State,_and_Utopia	60
Plotinus	60
19th-century_philosophy	60
Ontological_argument	60
problem_of_evil	60
Moral_realism	60
Bracketing_(phenomenology)	60
is–ought_problem	60
contractarianism	60
Leo_Strauss	60
Intentionality	60
John_Stuart_Mill	59
Religion_within_the_Bounds_of_Bare_Reason	59
rationalists	59
Form_of_the_Good	59
Event_(philosophy)	59
Philosophy_of_Arithmetic	59
verification_principle	59
rational_reconstruction	59
Aeterni_Patris	59
Neo-scholasticism	59
Robert_Brandom	59
The_Enneads	59
Consequentialism	59
presupposition	59
possible_worlds	59
Theodor_Lipps	59
Logical_truth	59
Law's_Empire	59
Joseph_Owens_(Redemptorist)	59
Summum_bonum	59
knight_of_faith	59
universal_prescriptivism	59
antinomy	58
Problem_of_induction	58
Emil_Lask	58
John_McDowell	58
Discourse_on_Inequality	58
Rollo_May	58
Gorgias	58
alterity	58
The_Order_of_Things	58
teleological	57
Principle_of_sufficient_reason	57
subjectivism	57
theory_of_forms	57
Henri_Bergson	57
Roy_Wood_Sellars	57
prudence	57
critical_rationalism	57
Richard_Swinburne	57
moral_luck	57
relativism	57
Crito	57
techne	57
The_Postmodern_Condition	57
critical_philosophy	56
Search_for_a_Method	56
Neo-Kantianism	56
Word_and_Object	56
error_theory	56
Ecstasy_(philosophy)	56
axiology	56
George_Santayana	56
Ordinary_language_philosophy	56
essence	56
facticity	56
Phenomenology_(psychology)	56
Christian_Norberg-Schulz	56
deliberative_democracy	56
particular	55
Discourse_on_the_Method	55
Philosophical_theology	55
Philosophy_in_the_Tragic_Age_of_the_Greeks	55
Epoché	55
logical_positivists	55
truth_condition	55
Right_Hegelians	55
Reliabilism	55
emergentism	55
mental_causation	55
formal_distinction	55
compatibilism	55
Avicennism	55
moral_agency	55
Franz_Rosenzweig	55
Hilary_Putnam	55
ontological_commitment	55
Luce_Irigaray	55
Catherine_Malabou	55
moral_responsibility	54
The_Concept_of_Anxiety	54
qualia	54
moral_absolutism	54
Axiology	54
ethics_of_care	54
Sophist	54
enactivism	54
Categories_(Peirce)	54
The_New_Wittgenstein	54
Christian_Garve	53
biopower	53
Aristotelianism	53
Physicalism	53
Primary/secondary_quality_distinction	53
philosophy_of_logic	53
Pramana	53
ethical_subjectivism	53
libertarianism_(metaphysics)	53
medical_ethics	53
language_of_thought	53
Theses_on_Feuerbach	53
Reformed_epistemology	53
Lev_Shestov	53
Practice_in_Christianity	53
John_B._Cobb	53
analytic_philosopher	53
I_and_Thou	53
The_History_of_Sexuality	53
Jean_Hyppolite	53
deconstruction	53
universals_(metaphysics)	52
George_Holmes_Howison	52
counterfactual	52
a_posteriori	52
Kingdom_of_Ends	52
A_Treatise_Concerning_the_Principles_of_Human_Knowledge	52
empiricist	52
Transcendence_(philosophy)	52
mechanical_philosophy	52
moral_judgment	52
aporia	52
Robert_Kane_(philosopher)	52
Experience	52
Master–slave_dialectic	52
The_Social_Contract	52
hermeneutical	52
logical_empiricism	52
William_James	52
critical_realism_(philosophy_of_the_social_sciences)	52
Dan_Zahavi	52
Neo-orthodoxy	52
The_Bounds_of_Sense	52
leap_of_faith	52
J._L._Austin	52
Gilbert_Ryle	52
Lawrence_Kohlberg's_stages_of_moral_development	52
moral_rationalism	52
De_Interpretatione	52
Type_physicalism	52
Causality	51
pluralism_(philosophy)	51
Absolute_idealism	51
panpsychism	51
Foundations_of_the_Science_of_Knowledge	51
dualism_(philosophy_of_mind)	51
science_of_man	51
moral_skepticism	51
John_of_St._Thomas	51
William_of_Moerbeke	51
Wilhelm_Windelband	51
Alexander_of_Hales	51
Logical_positivism	51
Eliminative_materialism	51
Prior_Analytics	51
deductive-nomological_model	51
Lawrence_Kohlberg	51
Speculative_reason	50
mental_event	50
moral_obligation	50
Meaning_(philosophy_of_language)	50
transcendental_aesthetic	50
Rosalind_Hursthouse	50
Perfectionism_(philosophy)	50
Neopragmatism	50
Logical_possibility	50
Laws_(dialogue)	50
synderesis	50
Phenomenalism	50
disenchantment	50
identity_theory_of_mind	50
naturalistic_fallacy	50
Ethics_and_Language	50
Charles_Taylor_(philosopher)	50
constructivism_(learning_theory)	50
Thus_Spoke_Zarathustra	50
philosophical_analysis	50
Cratylus	50
Fred_Dretske	50
legal_positivism	50
philosophical_skepticism	50
G._E._M._Anscombe	50
Pneumatology	50
The_Birth_of_Tragedy	50
postmodernity	50
Ethical_egoism	49
philosophy_of_mathematics	49
Confessions_(Augustine)	49
The_Journal_of_Nietzsche_Studies	49
Posterior_Analytics	49
Cartesianism	49
being	49
antipositivism	49
Robert_Filmer	49
Epistemology	49
Metatheory	49
Platonic_realism	49
moral_relativism	49
The_German_Ideology	49
private_language_argument	49
John_Hick	49
Hans_Lassen_Martensen	49
Sense_and_reference	49
The_Principles_of_Mathematics	48
Evil_demon	48
rule_utilitarianism	48
Theodicy	48
Metaphysical_necessity	48
Jean-Jacques_Rousseau	48
Cornelio_Fabro	48
transvaluation_of_values	48
enumerative_induction	48
science_of_morality	48
political_theology	48
nominalism	48
Averroism	48
Divine_command_theory	48
deconstructionism	48
constructivist_epistemology	48
Existential_therapy	48
Habermas	48
Keith_Donnellan	48
Anti-foundationalism	48
Politics_(Aristotle)	47
Trichotomy_(philosophy)	47
Paul_Guyer	47
self-evidence	47
indeterminism	47
Thing-in-itself	47
self_(philosophy)	47
accident_(philosophy)	47
Epistemological_realism	47
Reginald_Garrigou-Lagrange	47
philosophical_realism	47
Naïve_realism	47
Zhuang_Zhou	47
George_Dickie_(philosopher)	47
Francisco_Suárez	47
The_Point_of_View_of_My_Work_as_an_Author	47
Phaedo	47
evolutionary_epistemology	47
sense-data	47
Michael_Tye_(philosopher)	47
counterfactual_conditional	47
The_Ethics_of_Ambiguity	47
Jean_Beaufret	47
language-games	47
Form_of_life_(philosophy)	47
Félix_Guattari	47
post-structuralism	47
A_System_of_Logic	46
systematic_philosophy	46
Metaphilosophy	46
overdetermination	46
hypothetical_imperative	46
causal_theory_of_reference	46
Answering_the_Question:_What_is_Enlightenment?	46
humanistic_psychology	46
neopragmatism	46
mind–body_dualism	46
Borden_Parker_Bowne	46
philosophical_method	46
Derek_Parfit	46
The_Life_of_Reason	46
philosophy_of_language	46
Tractatus_de_Intellectus_Emendatione	46
Hans_Urs_von_Balthasar	46
Rhetoric_(Aristotle)	46
general_will	46
Henri_de_Lubac	46
four_causes	46
Rush_Rhees	46
argumentation	46
hard_incompatibilism	46
governmentality	46
Progression_of_Animals	45
Metaphysical_Foundations_of_Natural_Science	45
critical_idealism	45
A_History_of_Philosophy_(Copleston)	45
Supervenience	45
Speculative_realism	45
Voluntarism_(philosophy)	45
Postmodernism,_or,_the_Cultural_Logic_of_Late_Capitalism	45
Extension_(metaphysics)	45
Community_of_inquiry	45
Duration_(philosophy)	45
virtue_theory	45
Robert_C._Solomon	45
Essays_in_Radical_Empiricism	45
Clitophon_(dialogue)	45
Albertus_Magnus	45
Medard_Boss	45
Ludwig_Feuerbach	45
Karl_Jaspers	45
Nicholas_Wolterstorff	45
The_Only_Possible_Argument_in_Support_of_a_Demonstration_of_the_Existence_of_God	45
inference_to_the_best_explanation	45
The_False_Subtlety_of_the_Four_Syllogistic_Figures	45
Timaeus_(dialogue)	45
young_Marx	45
Thomas_Kuhn	45
Prodicus	45
Laurence_BonJour	45
Julia_Kristeva	45
object_(philosophy)	44
Utilitarianism	44
Dialogues_Concerning_Natural_Religion	44
commensurability_(ethics)	44
Théodicée	44
moral_dilemma	44
Innatism	44
truth-conditional_semantics	44
Rational_egoism	44
philosophical_logic	44
The_Realms_of_Being	44
Rudolf_Otto	44
Carl_Gustav_Hempel	44
speech_act	44
The_Structural_Transformation_of_the_Public_Sphere	44
actuality	44
Iain_King	44
Carol_Gilligan	44
Condemnations_of_1210–1277	44
Anamnesis_(philosophy)	44
Ernst_von_Glasersfeld	44
Ethical_naturalism	44
conceptual_metaphor	44
Expectation_(epistemic)	44
Analogy_of_the_sun	44
Of_Grammatology	44
transpersonal_psychology	44
jouissance	44
Madhyamaka	44
Transpersonal_psychology	44
deep_ecology	44
naïve_realism	43
nous	43
methodological_naturalism	43
On_the_Trinity	43
Mark_Johnson_(philosopher)	43
William_Frankena	43
Judeo-Islamic_philosophies_(800–1400)	43
John_Milbank	43
vagueness	43
Becoming_(philosophy)	43
Anthony_Ashley-Cooper,_3rd_Earl_of_Shaftesbury	43
Moral_Man_and_Immoral_Society	43
Antipositivism	43
radical_empiricism	43
Michael_J._Sandel	43
Brand_Blanshard	43
Joseph_Margolis	43
Xun_Kuang	43
monad_(philosophy)	43
Sublime_(philosophy)	43
Heidegger_Gesamtausgabe	43
William_L._Rowe	43
Remarks_on_the_Foundations_of_Mathematics	43
haecceity	43
Poetics_(Aristotle)	43
moral_value	43
is-ought_problem	43
mechanism_(philosophy)	43
akrasia	43
Evan_Thompson	43
apophatic_theology	43
Stephen_Toulmin	43
The_Archaeology_of_Knowledge	43
semantic_holism	43
Anti-Oedipus	43
agency_(philosophy)	43
Metaphysical_naturalism	43
Biblical_hermeneutics	43
Maurice_Blanchot	43
Theodor_W._Adorno	43
Philosophical_Inquiries_into_the_Essence_of_Human_Freedom	42
self-consciousness	42
Robert_B._Pippin	42
The_Epistle_to_the_Romans_(Barth)	42
Babette_Babich	42
Alvin_Plantinga's_free_will_defense	42
Term_logic	42
Taste_(sociology)	42
Nietzschean_affirmation	42
Walter_Terence_Stace	42
Susan_Haack	42
Telos	42
philosopher_king	42
ding-an-sich	42
Nous	42
Cornelius_Van_Til	42
consilience	42
Achieving_Our_Country	42
moral_universalism	42
Paul_Grice	42
Charles_W._Morris	42
strong_programme	42
explanatory_gap	42
energeia	42
feminist_theology	42
Stages_on_Life's_Way	42
Nausea_(novel)	42
trolley_problem	42
natural_kind	42
Frederick_Copleston	42
veil_of_ignorance_(philosophy)	42
discourse	42
Jean_Wahl	42
Eros_(concept)	42
Bracha_L._Ettinger	42
Johann_Friedrich_Herbart	41
pre-Socratic	41
Plato's_tripartite_theory_of_soul	41
Philosophical_Explanations	41
Problem_of_universals	41
Middle_Platonism	41
Empirical_evidence	41
reductionism	41
John_Locke	41
Value_pluralism	41
sign_relation	41
intuition_(philosophy)	41
H._H._Price	41
Anti-psychologism	41
category_mistake	41
mental_content	41
Abductive_reasoning	41
modal_operator	41
Alan_Gewirth	41
Alexius_Meinong	41
Jacques_Maritain	41
Correspondence_theory_of_truth	41
Diotima_of_Mantinea	41
Category_of_being	41
argumentation_theory	41
Hans_Blumenberg	41
Protagoras	41
property_(philosophy)	40
The_Doctrine_of_Philosophical_Necessity_Illustrated	40
innatism	40
Absolute_(philosophy)	40
Antinomy	40
philosophy_of_action	40
Isagoge	40
public_reason	40
theoria	40
Thomas_Hill_Green	40
principle_of_double_effect	40
conatus	40
summum_bonum	40
Sophistical_Refutations	40
Imre_Lakatos	40
pragmatics	40
objectivity_(philosophy)	40
mind-body_dualism	40
constructive_theology	40
pragmaticism	40
conventionalism	40
environmental_philosophy	40
global_justice	40
first_cause	40
master–slave_morality	40
Social_intuitionism	40
Susanne_Langer	40
Reiner_Schürmann	40
Three_Dialogues_between_Hylas_and_Philonous	40
Walter_Lowrie_(author)	40
Pluralism_(political_philosophy)	40
neo-Kantianism	40
Golden_mean_(philosophy)	40
theory_of_descriptions	40
Jaakko_Hintikka	40
feminist_philosophy	40
Kripke_semantics	40
Apology_(Plato)	40
Hannah_Arendt_Prize	40
Frankfurt_School	40
The_Subjection_of_Women	39
universality_(philosophy)	39
The_Antichrist_(book)	39
17th-century_philosophy	39
Associationism	39
The_Concept_of_Mind	39
Fact–value_distinction	39
self_(psychology)	39
transcendental_arguments	39
Pyrrhonism	39
objective_reality	39
correspondence_theory	39
Roy_Bhaskar	39
Transcendentalism	39
Journal_of_Speculative_Philosophy	39
omnibenevolence	39
Gilbert_Simondon	39
certainty	39
philosophy_of_social_science	39
Personalism	39
sublime_(philosophy)	39
David_Ray_Griffin	39
Helmuth_Plessner	39
Aesthetic_Theory	39
Mechanism_(philosophy)	39
fictionalism	39
historical_materialism	39
Henry_Nelson_Wieman	39
analytical_psychology	39
computational_theory_of_mind	39
Normative_ethics	39
eternal_recurrence	39
Martin_Buber	39
Lectures_on_the_Philosophy_of_History	39
phenomenological_description	39
Sandra_Harding	39
Mind–body_problem	39
Sexual_Desire_(book)	39
Eros_and_Civilization	39
commodity_fetishism	39
Writing_and_Difference	39
Hayden_White	39
Discourse_on_Metaphysics	38
pure_reason	38
philosophy_of_biology	38
Arthur_Schopenhauer	38
metaphysical_naturalism	38
principle_of_non-contradiction	38
late_modern_philosophy	38
mimesis	38
dialectical_theology	38
New_realism_(philosophy)	38
Episteme	38
Euthyphro_dilemma	38
Jena_Romanticism	38
Rationalization_(sociology)	38
Inductive_reasoning	38
The_Principles_of_Psychology	38
psychophysical_parallelism	38
The_Work_of_Art_in_the_Age_of_Mechanical_Reproduction	38
philosophy_of_religion	38
Temporal_logic	38
genealogy_(philosophy)	38
Sum_of_Logic	38
Topics_(Aristotle)	38
Reductionism	38
methodological_individualism	38
Philosophical_anthropology	38
Friedrich_Waismann	38
Direct_and_indirect_realism	38
semantic_theory_of_truth	38
internalism	38
Mental_representation	38
cognitive_science	38
The_Roads_to_Freedom	38
Hegel's_Ontology_and_the_Theory_of_Historicity	38
historicity_(philosophy)	38
Pre-Socratic_philosophy	37
transpersonal	37
Jaegwon_Kim	37
New_Confucianism	37
William_Wollaston	37
The_Methods_of_Ethics	37
condition_of_possibility	37
Deontic_logic	37
Li_(Neo-Confucianism)	37
Center_for_Process_Studies	37
western_philosophy	37
structure_and_agency	37
self-deception	37
metaphysical	37
human_agency	37
problem_of_future_contingents	37
sociology_of_knowledge	37
John_Lachs	37
Intuition_(Bergson)	37
Trial_of_Socrates	37
neopositivism	37
Philosophy_of_dialogue	37
Mencius	37
William_Ernest_Hocking	37
purposiveness	37
Alice_Crary	37
Cognitivism_(psychology)	37
reformed_epistemology	37
classical_theism	37
Zeno_of_Elea	37
Constructivism_(philosophy_of_education)	37
deductive_inference	37
Edward_N._Zalta	37
modularity_of_mind	37
virtue	37
Apollonian_and_Dionysian	37
Jerry_Fodor	37
Reification_(Marxism)	37
The_Birth_of_the_Clinic	37
Difference_and_Repetition	37
multiple_realizability	37
The_Lonergan_Review	37
Yogachara	37
Jacques_Lacan	37
Eichmann_in_Jerusalem	37
Wolfhart_Pannenberg	37
ecofeminism	37
The_Origins_of_Totalitarianism	37
The_Protestant_Ethic_and_the_Spirit_of_Capitalism	36
The_Educated_Mind	36
idealism_(philosophy)	36
Philosophical_analysis	36
An_Essay_Concerning_Human_Understanding	36
George_Campbell_(minister)	36
Marx's_theory_of_human_nature	36
Logicism	36
Charles_Cooley	36
On_Liberty	36
functionalism_(philosophy_of_mind)	36
type_physicalism	36
Heinrich_Rickert	36
evil_demon	36
nominalist	36
ideal_observer_theory	36
feminist_political_theory	36
objectivity_(science)	36
Vienna_Circle	36
Nicolai_Hartmann	36
Moral_relativism	36
logical_form	36
Lockean_proviso	36
instrumental_rationality	36
